Time Period,Bank credit,Securities in bank credit,Treasury and agency securities,Treasury and agency securities: Mortgage-backed securities (MBS),Treasury and agency securities: Non-MBS,Other securities,Other securities: Mortgage-backed securities,Other securities: Non-MBS,Loans and leases in bank credit,Commercial and industrial loans,Real estate loans,Real estate loans: Residential real estate loans,Real estate loans: Residential real estate loans: Revolving home equity loans,Real estate loans: Residential real estate loans: Closed-end residential loans,Real estate loans: Commercial real estate loans,Real estate loans: Commercial real estate loans: Construction and land development loans,Real estate loans: Commercial real estate loans: Secured by farmland,Real estate loans: Commercial real estate loans: Secured by multifamily properties,Real estate loans: Commercial real estate loans: Secured by nonfarm nonresidential properties,Consumer loans,Consumer loans: Credit cards and other revolving plans,Consumer loans: Other consumer loans,Consumer loans: Other consumer loans: Automobile loans,Consumer loans: Other consumer loans: All other consumer loans,Other loans and leases: All other loans and leases,Other loans and leases: All other loans and leases: Loans to nondepository financial institutions,Other loans and leases: All other loans and leases: Other loans not elsewhere classified,LESS: Allowance for loan and lease losses,Cash assets,Total fed funds sold and securities purchased under agreements to resell,Loans to commercial banks,Other assets,Total assets,Deposits,Large time deposits,Other deposits,Borrowings,Net due to related foreign offices,Other liabilities,Total liabilities,Residual (assets less liabilities)
1979-12,1064023.9,255628.6,143812.5,,,111816.1,,,808395.4,250481.6,241373.7,,,,,,,,,185713,,,,,130827.2,,,,150896.8,,4031.3,70838.4,1344038.3,1044134.4,,,138040.2,,59566.5,1238954.6,105083.7
1980-01,1064696.8,255146.8,142890.5,,,112256.4,,,809550,251697,243603.5,,,,,,,,,186118.1,,,,,128131.5,,,,148477.1,,3831.2,70107.8,1340650.7,1039530.2,,,141844.2,,58837.9,1237198.1,103452.5
1980-02,1071876.7,257629.6,145450.8,,,112178.8,,,814247.1,253753.8,246147.6,,,,,,,,,186468.2,,,,,127877.4,,,,152258.6,,3892,71991.9,1353232.4,1045470.4,,,146015,,59768.2,1247657,105575.4
1980-03,1079056.5,259679.5,147307.1,,,112372.5,,,819376.9,257174.1,247687.6,,,,,,,,,185497.6,,,,,129017.6,,,,146380.8,,4252.7,74920.6,1355893.1,1049828.7,,,137813.6,,61619.7,1246049.2,109844
1980-04,1079780,261134.4,147587.1,,,113547.3,,,818645.6,258449.1,249079.4,,,,,,,,,183271.4,,,,,127845.8,,,,150382.1,,4271.7,77444.6,1367879.3,1060838.3,,,140042.3,,62241.4,1259026.6,108852.6
1980-05,1074716.7,263372.7,147004.9,,,116367.9,,,811344,255289.8,249473.9,,,,,,,,,180365.8,,,,,126214.5,,,,151762.9,,4121.2,79504.9,1365412.1,1053410.3,,,146701.3,,63983.8,1258470.5,106941.5
1980-06,1076922.2,267360,150947.6,,,116412.3,,,809562.3,255180.9,249920.7,,,,,,,,,178721.8,,,,,125738.8,,,,149735.3,,4360.9,82393,1372981.3,1061362.1,,,151717.1,,65533.1,1270287.2,102694.1
1980-07,1079999,270040.5,152863.7,,,117176.8,,,809958.5,255657.8,251200.2,,,,,,,,,177878.5,,,,,125222.1,,,,151589.5,,4297.9,81040.2,1376519.2,1063932.5,,,156630,,65416.5,1276927.4,99591.7
1980-08,1091563,275457.5,157383.3,,,118074.2,,,816105.5,257699.4,252738.5,,,,,,,,,178337.6,,,,,127330,,,,143560.8,,4683.7,83001.6,1386476.9,1070756.4,,,159540.1,,66287,1286060.8,100416.1
1980-09,1103315.9,278486.4,160182,,,118304.4,,,824829.5,262362.4,254433.9,,,,,,,,,179099.9,,,,,128933.4,,,,151676.8,,4994.6,86364.8,1408767.9,1091472.7,,,162248.8,,67928.7,1309860.9,98906.9
1980-10,1115671.3,281043.2,160641.2,,,120402,,,834628.1,267151.5,256849.2,,,,,,,,,179527.1,,,,,131100.4,,,,154556.8,,5220.8,86997.7,1425362.6,1107607.8,,,162438.9,,66538.8,1325437.4,99925.2
1980-11,1131841.1,285737.2,164603.7,,,121133.5,,,846103.9,273136,258929.4,,,,,,,,,179591.1,,,,,134447.3,,,,165604.5,,5803.4,78440.6,1450141.3,1130777.6,,,159055.5,,68413.9,1347640.9,102500.4
1980-12,1148964.4,290509.4,168472.2,,,122037.2,,,858455,278281.6,260730.2,,,,,,,,,180631.7,,,,,138811.5,,,,164545.9,,6515.6,80793.2,1472569.7,1150097,,,159219.8,,70376.6,1368730.4,103839.2
1981-01,1151477.4,293808.4,171969.9,,,121838.5,,,857669,277536.4,261940.4,,,,,,,,,180356.1,,,,,137836.1,,,,156388.1,,6531.7,77999,1466105.2,1146393.1,,,161941.5,,68341.6,1365315.2,100789.9
1981-02,1150844.2,295456.4,173679.2,,,121777.2,,,855387.8,276007.5,262872.9,,,,,,,,,179270.9,,,,,137236.5,,,,158319.4,,6946.9,81517.6,1470213.8,1146121.7,,,160818.2,,71535,1367435.6,102778.2
1981-03,1155374.4,297644.3,174973.2,,,122671.1,,,857730,277317.6,264122.9,,,,,,,,,178709.4,,,,,137580.1,,,,157728.5,,7481.8,84884,1481750.5,1152314.6,,,164102.3,,73359.4,1377521.1,104229.3
1981-04,1164454.7,299619.9,177631.3,,,121988.6,,,864834.8,281578.5,265600.7,,,,,,,,,178594.4,,,,,139061.3,,,,165458,,8182.5,86371.6,1502345,1165957.6,,,171873.6,,73371.2,1397346.4,104998.6
1981-05,1175152.2,299691.3,177346,,,122345.3,,,875460.9,286922.6,267973.9,,,,,,,,,179384.4,,,,,141180.1,,,,163950.1,,7911.4,86974.4,1499935,1162755.2,,,164745.1,,73478.7,1389853.7,110081.3
1981-06,1186297.8,301401.5,180032.1,,,121369.4,,,884896.3,291071.4,269860.7,,,,,,,,,179939.7,,,,,144024.6,,,,170632.6,,8918.9,90135.3,1522180.2,1179118.1,,,172754.1,,73491.7,1412689.1,109491.1
1981-07,1187761.3,298628.6,178282.7,,,120345.9,,,889132.7,293935.3,270882,,,,,,,,,179815.9,,,,,144499.5,,,,167370.1,,9360.9,90305.7,1517386.3,1175775.7,,,169833.9,,73212.5,1407010.4,110375.9
1981-08,1194981.1,298885,178155.1,,,120729.8,,,896096.2,296876.7,273322,,,,,,,,,181359.2,,,,,144538.2,,,,169951.9,,9789.7,93530.1,1528393.7,1185994.1,,,167492.1,,74477.6,1416961.3,111432.3
1981-09,1203620.8,299062.4,177421.8,,,121640.6,,,904558.4,299489.5,275500,,,,,,,,,182844.9,,,,,146724,,,,178044.3,,10465.1,97209.8,1551161,1202231.2,,,176892.3,,74751.5,1441309.4,109851.6
1981-10,1211878.3,300791.8,176727.6,,,124064.2,,,911086.5,303474.4,277116.1,,,,,,,,,183162.9,,,,,147333.2,,,,155092.2,,10326.7,98514.9,1538064.9,1187920.3,,,180569,,74735,1429043.7,109021.2
1981-11,1218038.3,301131.2,173705.6,,,127425.6,,,916907.1,306805.9,278363.5,,,,,,,,,182876.1,,,,,148861.5,,,,162682,,10869.3,103973.9,1562737.1,1202491,,,185445.5,,77938.5,1450917.4,111819.7
1981-12,1230428.4,303971.8,176546.4,,,127425.5,,,926456.5,313754.8,280372.1,,,,,,,,,184216.1,,,,,148113.5,,,,167108.3,,10973.8,104483.2,1583531.7,1222451.5,,,190733.7,,77850.1,1476926.5,106605.2
1982-01,1233368.7,304862,178807.4,,,126054.6,,,928506.7,317751.9,281818.4,,,,,,,,,184089.5,,,,,144846.8,,,,160752.3,,11315.3,100935.7,1580706.7,1220729.2,,,197644.4,,75244.7,1480319.7,100387
1982-02,1239875.5,306420.1,180732.9,,,125687.2,,,933455.3,322188.5,283444,,,,,,,,,182817.6,,,,,145005.1,,,,160503.7,,10919.1,101675.2,1586331.6,1219098.6,,,201038.3,,76178.8,1483525.7,102805.9
1982-03,1247567.2,307719.5,180559.9,,,127159.7,,,939847.6,326155.2,285594.5,,,,,,,,,182003.1,,,,,146094.8,,,,155804.9,,10786.7,104336.7,1595403.7,1226991.5,,,202477.2,,77708.7,1493440.9,101962.7
1982-04,1261787.5,311781.3,185263.7,,,126517.7,,,950006.2,333133.5,286977,,,,,,,,,182627.3,,,,,147268.3,,,,154274.2,,11102.9,105323,1610959.7,1240176.7,,,204351.9,,77799.6,1508552.5,102407.3
1982-05,1269382.5,310193,182047,,,128146,,,959189.5,338686.9,288821.3,,,,,,,,,183226.8,,,,,148454.5,,,,159865.1,,11249.3,106528.7,1621244.8,1244985.5,,,205515.1,,79713.7,1516403.2,104841.5
1982-06,1278109,311205.9,184224.1,,,126981.8,,,966903.1,341731.2,290538.3,,,,,,,,,184403.6,,,,,150229.9,,,,160346.9,,12073.8,109955.1,1632137.2,1256959.3,,,200843.2,,81057.6,1524805.6,107331.6
1982-07,1281051.2,310131.1,184044.7,,,126086.4,,,970920.1,344624.4,290578.9,,,,,,,,,184560.9,,,,,151155.9,,,,160292.4,,12174.3,111266.9,1637607.2,1267353.2,,,199924.7,,81501.6,1533330.6,104276.6
1982-08,1287793.8,312925.6,186387.1,,,126538.6,,,974868.1,344947.8,291948.8,,,,,,,,,185678.6,,,,,152292.9,,,,162792.8,,12505.3,114612.6,1652352.4,1278729.1,,,199631.5,,85315.4,1547853,104499.3
1982-09,1299952.5,315676.5,189170.3,,,126506.1,,,984276,350420,293435.5,,,,,,,,,186810.7,,,,,153609.9,,,,164742.5,,12998.8,115209.6,1668914.1,1293103.6,,,205447,,85960.4,1567673.9,101240.2
1982-10,1309763.9,318292.2,191168.6,,,127123.6,,,991471.7,353450.5,294390.8,,,,,,,,,187529.8,,,,,156100.6,,,,169744.1,,13000.6,116429.6,1687296.1,1305787.5,,,211917.2,,86091.5,1586433.4,100862.7
1982-11,1311243.9,320582,192967.4,,,127614.6,,,990661.9,352598.8,294864.5,,,,,,,,,187786.2,,,,,155412.4,,,,172099.7,,12595.2,120299.5,1693615.5,1311521.1,,,206878.3,,88867.8,1590100.8,103514.7
1982-12,1327111,330040.8,197984.9,,,132055.8,,,997070.2,353992.4,295428.8,,,,,,,,,190032.4,,,,,157616.6,,,,184024.5,,12899.3,122742,1727580.7,1340005.4,,,212826.2,,90124.3,1625399.2,102181.5
1983-01,1336125.6,339297.8,205946.2,,,133351.6,,,996827.8,354801.2,297574.1,,,,,,,,,189618.3,,,,,154834.3,,,,177526.8,,13228.2,122639.7,1734636.6,1346940.2,,,224507.1,,87736.3,1638813.6,95822.9
1983-02,1337802.6,344081.1,211452.2,,,132628.9,,,993721.5,355533.6,298043.6,,,,,,,,,187800.6,,,,,152343.6,,,,175719.1,,13042.9,123034.9,1731442.8,1351360.3,,,218121.2,,87195.1,1636105.2,95337.6
1983-03,1348887.2,351551.8,219328,,,132223.8,,,997335.5,356815.7,298740.4,,,,,,,,,187818.9,,,,,153960.4,,,,169993.9,,13292.7,122260.3,1733574,1357619.4,,,217818.3,,84259.9,1638797.6,94776.4
1983-04,1363171.1,359719.7,226745.5,,,132974.2,,,1003451.4,357203.7,300622.1,,,,,,,,,189112.9,,,,,156512.6,,,,172531.3,,13731.3,120095.3,1752574.4,1373699.3,,,219832.8,,83221.9,1656045,96529.4
1983-05,1373743.2,365565.4,231021.3,,,134544.1,,,1008177.8,356619.5,302757.7,,,,,,,,,190772.9,,,,,158027.7,,,,181418,,13377.4,117754,1762465.9,1376858.8,,,221081.9,,83482.2,1662007.7,100458.1
1983-06,1390935.5,372073.9,237386.3,,,134687.6,,,1018861.6,358303.8,305446.6,,,,,,,,,192867.3,,,,,162243.9,,,,179709.8,,12908,118252.7,1776963.1,1390608.9,,,219022.4,,85161.1,1675472.6,101490.5
1983-07,1398896,370882.3,236392.8,,,134489.5,,,1028013.6,361158.5,308750.7,,,,,,,,,195846.6,,,,,162257.8,,,,180303.7,,13042.7,121070.6,1793353.4,1399130.9,,,222911.9,,88042,1690406.8,102946.7
1983-08,1411301.1,373615.1,236786.4,,,136828.8,,,1037686,362562.7,312158,,,,,,,,,199781.4,,,,,163183.9,,,,172889.4,,13001.4,124024.5,1794920.2,1396520.4,,,214119.9,,91732.3,1683924.4,110995.8
1983-09,1426203.8,378039.5,241426,,,136613.5,,,1048164.2,364361.7,316372.8,,,,,,,,,203544.2,,,,,163885.5,,,,173210.2,,12940,123918.5,1809230,1408876.6,,,217084.6,,91141.8,1698211,111019
1983-10,1441197.4,382261.7,246562,,,135699.8,,,1058935.6,367762.2,319893.7,,,,,,,,,207687.4,,,,,163592.4,,,,177555.4,,13466.9,124522.1,1836288.3,1424641.3,,,229006,,90751.6,1725371.7,110916.5
1983-11,1457632.1,386620.5,250036,,,136584.5,,,1071011.6,371978.8,323015.4,,,,,,,,,210931.1,,,,,165086.4,,,,179052,,13752.7,126138.7,1850917,1436251.1,,,220065.5,,94986.6,1733651.9,117265.2
1983-12,1477745.3,391792.3,253370.4,,,138422,,,1085953,377394.5,326002.1,,,,,,,,,215428.3,,,,,167128.2,,,,186702.8,,14413.9,128934.7,1882207.8,1458344,,,219560.2,,99038.8,1760092.6,122115.3
1984-01,1487121.3,398140.2,254825.5,,,143314.7,,,1088981.1,378502.3,329469.5,,,,,,,,,217211.4,,,,,163797.8,,,,188848.5,,15391,117355.4,1893489.2,1459981.5,,,234423.1,,90421,1768002.8,125486.4
1984-02,1495493.7,397560,256448.7,,,141111.3,,,1097933.7,382568.7,332780.8,,,,,,,,,217903.2,,,,,164680.9,,,,177010.4,,14701.9,114765.7,1890080,1454243.4,,,235557.4,,90856.6,1764617.5,125462.5
1984-03,1508668.1,399150.4,258045.1,,,141105.3,,,1109517.6,391031.9,336638.7,,,,,,,,,219604.3,,,,,162242.7,,,,173766.3,,13446.8,116643.5,1897225.1,1461067.7,,,231062.4,,92381.5,1768947.8,128277.4
1984-04,1527103.7,398552.6,258185.6,,,140367,,,1128551,398609.2,340823.8,,,,,,,,,223411.3,,,,,165706.6,,,,179575.6,,13855.1,124134,1931574.6,1482169.2,,,235954.5,,96397.9,1798581.1,132993.6
1984-05,1540289.8,394405.1,254669.6,,,139735.5,,,1145884.7,406956,344612.6,,,,,,,,,227805.3,,,,,166510.7,,,,180050.4,,14473.6,125563,1946226.4,1487934.3,,,237798.5,,100222.1,1811034.9,135191.5
1984-06,1553021,390682.3,252652.7,,,138029.6,,,1162338.7,410962.3,349051.2,,,,,,,,,232116.7,,,,,170208.5,,,,179519.2,,14925,127314.2,1961055.8,1506739.1,,,236739.9,,99888.6,1827414.2,133641.6
1984-07,1562696,388488,251785.7,,,136702.4,,,1174208,414099,352754.9,,,,,,,,,235709.1,,,,,171645,,,,180158.4,,14847.7,127227.2,1969156.6,1516463.3,,,234181.4,,101047,1835699.8,133456.8
1984-08,1572013.4,389960.2,251237.3,,,138722.9,,,1182053.2,415463.2,356569.5,,,,,,,,,239531,,,,,170489.5,,,,170816.3,,14543.4,127321.2,1968329.6,1514660.2,,,237551,,99640.1,1835226.5,133103.1
1984-09,1587309.8,391080.8,251636.5,,,139444.3,,,1196229,418907.7,361038.2,,,,,,,,,243795.9,,,,,172487.2,,,,176286,,15003.4,127589.2,1992739.4,1530238.3,,,245640.6,,98355.6,1857646.9,135092.5
1984-10,1595377.7,389051.4,250055.6,,,138995.8,,,1206326.3,421930.8,364076.5,,,,,,,,,247099.3,,,,,173219.8,,,,175258,,14419.8,124740.5,1998660,1539776.5,,,242915.1,,96541.8,1863204.8,135455.2
1984-11,1611238.9,390958.8,251562,,,139396.8,,,1220280.1,425138.6,368037.8,,,,,,,,,250571,,,,,176532.7,,,,182605.5,,14670.5,124416.5,2026202.8,1555031.6,,,250951.9,,96287.3,1887211,138991.7
1984-12,1633808.3,393230.8,253527.8,,,139703,,,1240577.5,428465.3,371515.3,,,,,,,,,256623.5,,,,,183973.3,,,,189848.6,,15093.9,127125.6,2062619.1,1588538.9,,,249566.1,,98143.3,1921209.1,141410.1
1985-01,1641287.8,398610.7,256976,,,141634.7,,,1242677.1,427286,374198,,,,,,,,,260113.4,,,,,181079.7,,,,180883.6,,15061.3,122448.4,2054323.4,1583107.9,,,248915.5,,95946,1913129.6,141193.8
1985-02,1651671.8,403297.6,263738.8,,,139558.8,,,1248374.2,430822.1,377080.1,,,,,,,,,261187.3,,,,,179284.8,,,,180509.5,,16730.1,123787.6,2063598.2,1585122.4,,,250087,,96471.7,1917773.1,145825.1
1985-03,1663111.7,403297.7,266243.3,,,137054.4,,,1259814,436933,380127.6,,,,,,,,,263457.6,,,,,179295.8,,,,177008.9,,15946.7,124117.4,2071871.6,1593152.9,,,244063.6,,101411.2,1923052.6,148819
1985-04,1664222.5,400142.7,265198.9,,,134943.8,,,1264079.8,438455.7,382684.9,,,,,,,,,265675.7,,,,,177263.5,,,,191847.9,,17003.9,120794.2,2091639.3,1616547.9,,,226757,,122496.5,1935159.5,156479.8
1985-05,1678985.8,404069.7,267401.4,,,136668.3,,,1274916.2,439480.1,386922.8,,,,,,,,,269452.3,,,,,179060.9,,,,191555.7,,17516,117696.9,2102805.2,1619444.5,,,234519.5,,122061.7,1945307,157498.2
1985-06,1694652.7,407208.1,270212.2,,,136995.8,,,1287444.7,438261.3,391515.9,,,,,,,,,273209.3,,,,,184458.1,,,,191665.1,,17026.4,119696.3,2126236.5,1640633.5,,,237371.5,,123663.8,1967415.5,158820.9
1985-07,1703440.6,408048.2,268970.8,,,139077.4,,,1295392.5,438999.2,396110,,,,,,,,,277178.6,,,,,183104.7,,,,189228.2,,16860.2,120277.7,2125881.8,1642757.6,,,239834.4,,121523.7,1965743.8,160137.9
1985-08,1712108.5,410099.1,267177.4,,,142921.7,,,1302009.4,438773.1,400482.8,,,,,,,,,281504.4,,,,,181249.1,,,,187502.1,,17261.6,117044.5,2129478,1648436,,,233739.7,,121343.7,1967592.4,161885.6
1985-09,1726876.6,412516.4,267385.3,,,145131.2,,,1314360.2,440821.8,404819.9,,,,,,,,,285056.7,,,,,183661.8,,,,195347.3,,17057.8,117328.7,2155275.3,1667483.8,,,241101.4,,120571.6,1991987.5,163287.8
1985-10,1731739.8,411283.5,261742.7,,,149540.8,,,1320456.3,440395.3,410084.7,,,,,,,,,287728,,,,,182248.3,,,,196636.8,,17163.2,115381.8,2161569.4,1676802,,,241005.5,,116681.2,1996950.6,164618.8
1985-11,1751312.8,419372.3,260399.3,,,158973,,,1331940.5,442741.3,414292.1,,,,,,,,,290166.3,,,,,184740.8,,,,204709.1,,16982.8,117006.7,2204834,1699575.6,,,261573,,115053.8,2039643.2,165190.8
1985-12,1782067.2,431388,257011.8,,,174376.1,,,1350679.2,445915.8,418283,,,,,,,,,294259.2,,,,,192221.2,,,,215461.6,,17850.9,119777.6,2250043.8,1731419.3,,,272741.8,,116473.3,2084164.8,165879
1986-01,1801349,444025.7,261301.5,,,182724.2,,,1357323.3,445480.5,422448.6,,,,,,,,,296096.1,,,,,193298.1,,,,200554.7,,17523.7,116834.5,2248681.9,1723776.4,,,277938.7,,113131.5,2081180.7,167501.1
1986-02,1802178,446592.9,267937.6,,,178655.3,,,1355585.1,446220.6,425897.5,,,,,,,,,294755.6,,,,,188711.4,,,,196763.8,,18412.2,114050.1,2243851.8,1715604,,,278718.3,,113175.8,2075092.5,168759.2
1986-03,1806974.3,439309.1,266020.1,,,173289,,,1367665.2,450112.1,430166.2,,,,,,,,,293996.2,,,,,193390.7,,,,198595.8,,18573.2,118015.1,2259426.9,1726661.1,,,281562,,115667.6,2089219.1,170207.8
1986-04,1818380.7,439884.4,267165.5,,,172718.9,,,1378496.3,452946.2,435196,,,,,,,,,296086.1,,,,,194268,,,,204310.2,,19009.7,121100.5,2279522.9,1748144.9,,,281543.8,,117049.7,2108052,171470.9
1986-05,1824516.4,440268.3,268748.8,,,171519.5,,,1384248.1,453268.1,440253.7,,,,,,,,,298634.5,,,,,192091.8,,,,204018.3,,20032.5,117109.6,2271459.1,1744506.3,,,277624.9,,116078,2099012.1,172447
1986-06,1833916.7,441661,270159,,,171502,,,1392255.7,453267,445254.5,,,,,,,,,301175.8,,,,,192558.3,,,,203296.7,,19837,115767.5,2280016.3,1764551.4,,,271870.1,,113884,2107061.7,172954.6
1986-07,1852467,453062.8,278377.3,,,174685.5,,,1399404.2,450953.2,451586.3,,,,,,,,,303869.2,,,,,192995.5,,,,204993.7,,19700.3,112884.3,2298174,1777035.9,,,277321.7,,113455.7,2124591.1,173582.9
1986-08,1871528.5,464211.9,282551.6,,,181660.3,,,1407316.5,449724.9,457744.8,,,,,,,,,307115.9,,,,,192731,,,,204370.1,,20263.7,112093.6,2313712.9,1789764.5,,,276226.4,,113574.5,2138573.5,175139.3
1986-09,1889893.7,473123.7,286061.2,,,187062.6,,,1416770,449489.6,463061.1,,,,,,,,,310690.2,,,,,193529,,,,210024.6,,21175.7,115038.1,2342502.1,1807050.2,,,286679,,114175.9,2166024.6,176477.5
1986-10,1891203.5,470657.9,286863.6,,,183794.4,,,1420545.6,449982.3,468441.8,,,,,,,,,311842.4,,,,,190279.1,,,,215839.6,,20921,112797.4,2348348.6,1815367.7,,,285126.4,,112502.7,2170862.7,177485.9
1986-11,1910906.7,476417.7,294630.5,,,181787.2,,,1434489,456089.1,473680.4,,,,,,,,,313753.5,,,,,190965.9,,,,227963.9,,22170.7,108101.5,2383755.2,1844006.4,,,293306.6,,111887.6,2205128.4,178626.8
1986-12,1947307,480467.5,299841.2,,,180626.2,,,1466839.5,470599,484470.5,,,,,,,,,318188.5,,,,,193581.7,,,,238357.1,,24087.4,106880.5,2430269.5,1886512.2,,,301320.9,,109547.9,2250342.5,179926.9
1987-01,1959491.4,480847.1,304264.7,,,176582.4,,,1478644.3,476838.2,495595.9,,,,,,,,,318038.4,,,,,188171.7,,,,227008.2,,25867.7,107231.3,2438319.5,1871205.9,,,317837.8,,110995.8,2257325.4,180994.2
1987-02,1958345.1,484120.3,307404.5,,,176715.8,,,1474224.9,475057,499904.8,,,,,,,,,315115.3,,,,,184147.8,,,,218777.3,,25446.5,113256.9,2427582.6,1856211.5,,,315945.1,,113839,2245898.4,181684.2
1987-03,1961028.7,481558.3,306000.6,,,175557.6,,,1479470.5,474924.6,507151.9,,,,,,,,,313661.3,,,,,183732.7,,,,217602.3,,26075.2,119272.1,2431402.5,1865826.8,,,303360.8,,114618.9,2248217.8,183184.7
1987-04,1979753.6,483598.2,306870.1,,,176728.1,,,1496155.4,475479.8,515530.6,,,,,,,,,315125.6,,,,,190019.4,,,,221727.3,,27991.5,120537.7,2459590.6,1885909,,,307549.6,,116334,2274836.3,184754.3
1987-05,1987555,485886.8,308408.7,,,177478.1,,,1501668.2,476406.9,523137.1,,,,,,,,,315860.9,,,,,186263.3,,,,215758.6,,28197.7,119153.5,2454359.9,1871496.2,,,313604.6,,115545.3,2269267,185092.8
1987-06,1991301.3,483690.5,307134.1,,,176556.4,,,1507610.8,474586.2,533177.1,,,,,,,,,314362.1,,,,,185485.3,,,,220363.3,,26829.2,119066.2,2455183.6,1888971,,,305189.6,,110101.3,2276200.4,178983.2
1987-07,1995097,487021.7,311385.1,,,175636.5,,,1508075.3,469116.2,541803.8,,24900.9,,,,,,,315742.9,,,,,181412.4,,,,211435.4,,27683.2,119987.5,2441954.8,1885945.3,,,301359.9,,105300.1,2267132.3,174822.5
1987-08,2006905.2,493032.3,316669.8,,,176362.5,,,1513872.9,465972.5,548883.1,,26088.6,,,,,,,319186,,,,,179831.3,,,,207852.4,,28170.4,120315.4,2452341.5,1886261.1,,,303675.6,,105227,2276052.9,176288.6
1987-09,2026699,496385.9,319182.1,,,177203.9,,,1530313.1,468198.4,555160.3,,27370.3,,,,,,,323278.7,,,,,183675.7,,,,216695.1,,27780.5,124666,2484294.8,1898691.9,,,313704.2,,108097.1,2305738.4,178556.4
1987-10,2039489.9,494399.7,318634.1,,,175765.5,,,1545090.2,471439.7,563103.4,,28195.1,,,,,,,324681.2,,,,,185865.9,,,,218491.2,,28477.9,127691,2510368.9,1915290,,,322534.2,,111539.2,2330684,179684.9
1987-11,2045294.2,498598.7,321627.8,,,176970.9,,,1546695.5,473911.4,569009.7,,29047.5,,,,,,,325767.2,,,,,178007.2,,,,219309.8,,28871,123395.1,2513402.7,1927153.2,,,316033.6,,111376.1,2333232.3,180170.4
1987-12,2063042.4,502393.9,324114.8,,,178279.1,,,1560648.5,476960.9,575378.4,,29958.5,,,,,,,330539.3,,,,,177769.8,,,,225011.7,,28607.2,119412.1,2522993.8,1942811.7,,,311860.6,,110249,2342273,180720.8
1988-01,2068898.5,503576.2,325224.3,,,178351.9,,,1565322.3,476046.7,579572.8,,31196.9,,,,,,,333539.3,,,,,176163.5,,,,226547.5,,28413,115234.2,2529809.7,1946904.8,,,322081.1,,104605.5,2349225.2,180584.5
1988-02,2073233.9,505800.3,328030.7,,,177769.6,,,1567433.6,478071.7,582119.2,,31909.3,,,,,,,332249.9,,,,,174992.9,,,,214611.4,,28221.9,116713.6,2527489.4,1938147,,,331386.2,,105102.3,2345904.2,181585.1
1988-03,2085699.4,507276.6,328575.1,,,178701.5,,,1578422.8,482298.8,587042.8,,32352.2,,,,,,,333589,,,,,175492.1,,,,209112.9,,28889,116559,2532247.3,1943226.7,,,336997.8,,102263.5,2350172.6,182074.6
1988-04,2106003.9,510698.7,331065.7,,,179633,,,1595305.2,488875.3,594528.5,,33181.7,,,,,,,337140.6,,,,,174760.8,,,,213316,,29557.8,117862.4,2564648.3,1966299.6,,,344010.3,,102841,2381044.7,183603.6
1988-05,2121737,512522.9,332872.9,,,179650,,,1609214.1,492127.6,602158.8,,34037.9,,,,,,,339611.9,,,,,175315.9,,,,216986.1,,29687.5,119443.7,2577036.1,1971138.8,,,344897,,105414.7,2391650.4,185385.8
1988-06,2136093.4,514302.9,335977.6,,,178325.3,,,1621790.5,492909.1,609074.3,,34875.1,,,,,,,342052,,,,,177755.2,,,,218896.9,,29044.7,121343.9,2600489.3,1990461.6,,,342397.4,,107684,2413310.1,187179.2
1988-07,2147023,514569.7,335589.8,,,178980,,,1632453.3,493597.1,616513.5,,35643.8,,,,,,,343811.1,,,,,178531.6,,,,219136.1,,29280,123442,2610619,1998992.6,,,339466.6,,107827.3,2421972.1,188646.9
1988-08,2158604.8,517172.3,338313.6,,,178858.7,,,1641432.5,492160.2,623832.8,,36570.7,,,,,,,347015.3,,,,,178424.2,,,,209893.3,,30408,123793.7,2609943.1,1997016.2,,,331514,,111510.3,2419819.9,190123.3
1988-09,2167217,518413.6,339955.5,,,178458.1,,,1648803.4,490737.3,630108.6,,37659,,,,,,,350472.1,,,,,177485.5,,,,218162.7,,27604.9,127825.6,2628239.6,2008031,,,341413.1,,109240.7,2436422.4,191817.1
1988-10,2177928.2,518713.2,341475.3,,,177237.9,,,1659215,493956.7,637531.4,,38481.7,,,,,,,352080.2,,,,,175646.7,,,,219791.6,,27215.3,131274.7,2647621.4,2023779.1,,,346287,,109159.5,2455067,192554.5
1988-11,2191548.7,523558.5,346243.9,,,177314.6,,,1667990.2,496869.3,641854.1,,39322.3,,,,,,,353655.3,,,,,175611.6,,,,222202.5,,28679,129615.8,2664509.8,2042172,,,341818,,112492.3,2470706.7,193803
1988-12,2204116.1,524881.7,347433.8,,,177447.9,,,1679234.4,498268.3,646886.3,,39966.6,,,,,,,359267.8,,,,,174811.9,,,,230212.8,,28043.4,131627.6,2684976,2064219.2,,,340892.3,,113854,2489362.1,195613.9
1989-01,2206684.1,523489.7,350201.5,,,173288.2,,,1683194.4,498077.7,653458.9,,40624.1,,,,,,,360095.6,,,,,171562.2,,,,231595.7,,27465.6,128501.7,2688906.3,2063587.9,,,349162.9,,108229.3,2491576.3,197330
1989-02,2215292.9,524754.8,354721.9,,,170032.9,,,1690538.1,503646.6,658012.8,,41387.6,,,,,,,357183.9,,,,,171694.8,,,,215086.9,,27365.5,131530,2694487.2,2057409.1,,,353936.4,,111363.5,2495864.2,198623.1
