Time Period,Bank credit,Securities in bank credit,Treasury and agency securities,Treasury and agency securities: Mortgage-backed securities (MBS),Treasury and agency securities: Non-MBS,Other securities,Other securities: Mortgage-backed securities,Other securities: Non-MBS,Loans and leases in bank credit,Commercial and industrial loans,Real estate loans,Real estate loans: Residential real estate loans,Real estate loans: Residential real estate loans: Revolving home equity loans,Real estate loans: Residential real estate loans: Closed-end residential loans,Real estate loans: Commercial real estate loans,Real estate loans: Commercial real estate loans: Construction and land development loans,Real estate loans: Commercial real estate loans: Secured by farmland,Real estate loans: Commercial real estate loans: Secured by multifamily properties,Real estate loans: Commercial real estate loans: Secured by nonfarm nonresidential properties,Consumer loans,Consumer loans: Credit cards and other revolving plans,Consumer loans: Other consumer loans,Consumer loans: Other consumer loans: Automobile loans,Consumer loans: Other consumer loans: All other consumer loans,Other loans and leases: All other loans and leases,Other loans and leases: All other loans and leases: Loans to nondepository financial institutions,Other loans and leases: All other loans and leases: Other loans not elsewhere classified,LESS: Allowance for loan and lease losses,Cash assets,Total fed funds sold and securities purchased under agreements to resell,Loans to commercial banks,Other assets,Total assets,Deposits,Large time deposits,Other deposits,Borrowings,Net due to related foreign offices,Other liabilities,Total liabilities,Residual (assets less liabilities)
1991-03,1933059,395420.5,285703.6,,,109716.9,,,1537638.5,413873.1,629648.9,,59892.1,,,,,,,357485.4,,,,,136631.1,,,49313.6,177828.6,,36924.4,172231.5,2411118.3,1793517.9,256649,1536869,321798.5,,44732.2,2144781.3,266337.1
1991-04,1934177.1,399089.7,290442,,,108647.7,,,1535087.4,410158.8,631850.7,,60501.8,,,,,,,357140.1,,,,,135937.9,,,50066.9,178428.3,,34050.4,172402.5,2410540.9,1797263,252126.7,1545136.3,313992.7,,30582.4,2133073.7,277467.3
1991-05,1932757.5,401547.2,293712.2,,,107835,,,1531210.3,406023,633053.5,,61113.9,,,,,,,356666.1,,,,,135467.6,,,49426.1,176948,,33140.2,171387,2404642.9,1801141.2,247292.5,1553848.8,308824.5,,39150.1,2138602.9,266040
1991-06,1930551.8,405802.4,298411.4,,,107391.1,,,1524749.4,403454.4,633869.3,,61681.7,,,,,,,354435.8,,,,,132990,,,49264.4,176192.1,,32172.3,170015.4,2401799.9,1802098,243554.8,1558543.2,305930.6,,30643.4,2125588.7,276211.2
1991-07,1925994.7,410192.4,303484.2,,,106708.2,,,1515802.3,399273.2,632843.4,,61990.9,,,,,,,351806,,,,,131879.7,,,49686.7,175057,,31830.8,169531.5,2394551.1,1804813,238445.8,1566367.2,302751,,28282.3,2122388.1,272163
1991-08,1921607.2,412296.2,307185.8,,,105110.4,,,1509311,395623.5,631837.5,,62473,,,,,,,350849.3,,,,,131000.6,,,49866.9,179272.9,,33807,168003,2399712.9,1814105.7,234318.8,1579786.9,303852.9,,30292.5,2133330.5,266382.4
1991-09,1924951.4,419981.7,315005.5,,,104976.2,,,1504969.7,393935,631595.5,,63107.7,,,,,,,350339.4,,,,,129099.8,,,50069.3,178331.9,,34019.2,166825,2402277.8,1812389.1,229627.2,1582762,307895,,33108.1,2139113,263164.8
1991-10,1925807.3,426699,321507,,,105192,,,1499108.3,391424.9,630425.1,,63367.3,,,,,,,347925.9,,,,,129332.3,,,49622,176459.5,,31816,168435.5,2398750.7,1811378.9,224583.4,1586795.6,309481.6,,24825.9,2131932.2,266818.5
1991-11,1930122.5,433105.2,328304,,,104801.2,,,1497017.3,387676,631272.1,,64040.5,,,,,,,348015.5,,,,,130053.8,,,49395.8,179720.1,,32881.8,169056.5,2407350.7,1820174.2,220483.2,1599691,308240.1,,23410.7,2137252.9,270097.8
1991-12,1934216.4,440148,335224.4,,,104923.6,,,1494068.4,383724.3,631784.4,,64687.2,,,,,,,348561.8,,,,,129997.8,,,49451.3,178315,,31735,168032.6,2402845.1,1814451.8,216649.1,1597802.7,303640.5,,30073.8,2131950.7,270894.4
1992-01,1934831.5,444236.4,339773.4,,,104462.9,,,1490595.1,378258.9,633158.9,,64997.5,,,,,,,348407.2,,,,,130770.1,,,49679.5,176384,,32327.5,166402.1,2418485.1,1823106.5,211393,1611713.5,314853.7,,11941.2,2133067,285418.1
1992-02,1935647.3,448720,345024.3,,,103695.6,,,1486927.3,374745.8,634717.4,,65105.2,,,,,,,346786.9,,,,,130677.2,,,49766.7,179780.2,,31615.7,161884,2421125.8,1830482.2,206681.8,1623800.4,315830.5,,11034.9,2144186.1,276939.8
1992-03,1939927.8,452356.3,349611.5,,,102744.9,,,1487571.5,373306.2,635976.9,,65221.8,,,,,,,345377.9,,,,,132910.5,,,49855.7,186268.7,,32635.2,161258,2429677.3,1842857,202304.8,1640552.2,313058.3,,29474.4,2172897.7,256779.7
1992-04,1938296.7,453672.9,351285.7,,,102387.2,,,1484623.8,369976.6,639672.4,,65523.1,,,,,,,344333.2,,,,,130641.6,,,49950.6,178270,,33152.6,161777.7,2418539.4,1834507.1,198153.4,1636353.7,311227.4,,32788.4,2163450.3,255089.1
